Page,Price,Location,Area,Price/m2,BedRoom,Toilet
1414,18 tỷ,"Bình Thạnh, Hồ Chí Minh",150 m²,120 tr/m²,6,7
1414,"5,7 tỷ","Tân Bình, Hồ Chí Minh",30 m²,190 tr/m²,2,2
1414,Giá thỏa thuận,"Phú Nhuận, Hồ Chí Minh",110 m²,4,3,Null
1414,46 tỷ,"Quận 3, Hồ Chí Minh",150 m²,"306,67 tr/m²",20,20
1414,"5,4 tỷ","Sơn Trà, Đà Nẵng",123 m²,"43,9 tr/m²",4,Null
1414,"3,7 tỷ","Hoàng Mai, Hà Nội",24 m²,"154,17 tr/m²",3,3
1414,"5,2 tỷ","Bắc Từ Liêm, Hà Nội",30 m²,"173,33 tr/m²",5,Null
1414,"36,57 tỷ","Xuyên Mộc, Bà Rịa Vũng Tàu",480 m²,"76,18 tr/m²",3,3
1414,"19,5 tỷ","Quận 6, Hồ Chí Minh",121 m²,"161,16 tr/m²",4,4
1414,Giá thỏa thuận,"Quận 1, Hồ Chí Minh",87 m²,4,4,Null
1414,"64,29 tỷ","Xuyên Mộc, Bà Rịa Vũng Tàu",1.013 m²,"63,46 tr/m²",5,7
1414,"7,4 tỷ","Tân Bình, Hồ Chí Minh",56 m²,"132,14 tr/m²",2,3
1415,"7,4 tỷ","Tân Bình, Hồ Chí Minh",56 m²,"132,14 tr/m²",2,3
1415,57 tỷ,"Xuyên Mộc, Bà Rịa Vũng Tàu","835,7 m²","68,21 tr/m²",3,4
1415,"2,9 tỷ","Bình Thạnh, Hồ Chí Minh","61,9 m²","46,85 tr/m²",4,4
1415,"12,8 tỷ","Thạch Thất, Hà Nội",258 m²,"49,61 tr/m²",5,5
1415,"4,7 tỷ","Hoàng Mai, Hà Nội",36 m²,"130,56 tr/m²",3,4
1415,Giá thỏa thuận,"Thanh Trì, Hà Nội",40 m²,4,3,Null
1415,"10,5 tỷ","Thủ Đức, Hồ Chí Minh","146,3 m²","71,77 tr/m²",4,2
1415,Giá thỏa thuận,"Biên Hòa, Đồng Nai",120 m²,3,2,Null
1415,33 tỷ,"Hoàng Mai, Hà Nội",125 m²,264 tr/m²,5,5
1415,89 tỷ,"Tây Hồ, Hà Nội",203 m²,"438,42 tr/m²",6,5
1415,"3,55 tỷ","Thanh Trì, Hà Nội",42 m²,"84,52 tr/m²",4,3
1415,"4,3 tỷ","Thanh Trì, Hà Nội",40 m²,"107,5 tr/m²",4,4
1415,"3,99 tỷ","Thanh Trì, Hà Nội",45 m²,"88,67 tr/m²",4,3
1415,Giá thỏa thuận,"Quận 3, Hồ Chí Minh",85 m²,4,4,Null
1415,28 tỷ,"Hóc Môn, Hồ Chí Minh",601 m²,"46,59 tr/m²",7,8
1415,"1,58 tỷ","Bến Cát, Bình Dương",80 m²,"19,75 tr/m²",2,2
1415,"2,6 tỷ","Bình Chánh, Hồ Chí Minh",90 m²,"28,89 tr/m²",2,3
1415,"3,9 tỷ","Thanh Trì, Hà Nội",40 m²,"97,5 tr/m²",4,4
1415,Giá thỏa thuận,"Bình Tân, Hồ Chí Minh",60 m²,2,2,Null
1415,11 tỷ,"Bình Tân, Hồ Chí Minh","98,3 m²","111,9 tr/m²",4,4
1416,Giá thỏa thuận,"Quận 5, Hồ Chí Minh",70 m²,3,4,Null
1416,"11,5 tỷ","Tân Phú, Hồ Chí Minh","73,6 m²","156,25 tr/m²",4,5
1416,"3,25 tỷ","An Dương, Hải Phòng",68 m²,"47,79 tr/m²",3,4
1416,55 tỷ,"Quận 10, Hồ Chí Minh",160 m²,"343,75 tr/m²",7,Null
1416,"4,45 tỷ","Thanh Trì, Hà Nội",42 m²,"105,95 tr/m²",4,3
1416,Giá thỏa thuận,"Quận 10, Hồ Chí Minh",90 m²,4,5,Null
1416,30 tỷ,"Quận 1, Hồ Chí Minh","64,2 m²","467,29 tr/m²",8,6
1416,"7,78 tỷ","Quận 2, Hồ Chí Minh",85 m²,"91,51 tr/m²",4,4
1416,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",96 m²,19,19,Null
1416,"8,5 tỷ","Sơn Trà, Đà Nẵng",76 m²,"111,84 tr/m²",3,2
1416,"31,07 tỷ","Huế, Thừa Thiên Huế","221,9 m²",140 tr/m²,1,2
1416,Giá thỏa thuận,"Gò Vấp, Hồ Chí Minh",100 m²,4,3,Null
1416,7 tỷ,"Hai Bà Trưng, Hà Nội",36 m²,"194,44 tr/m²",3,4
1416,12 tỷ,"Bình Chánh, Hồ Chí Minh",100 m²,120 tr/m²,3,6
1416,"6,45 tỷ","Ba Đình, Hà Nội",41 m²,"157,32 tr/m²",4,3
1416,54 tỷ,"Bình Thạnh, Hồ Chí Minh",240 m²,225 tr/m²,9,5
1416,Giá thỏa thuận,"Bình Thạnh, Hồ Chí Minh",95 m²,4,4,Null
1416,"5,7 tỷ","Thủ Đức, Hồ Chí Minh",73 m²,"78,08 tr/m²",2,3
1416,32 tỷ,"Phú Nhuận, Hồ Chí Minh",200 m²,160 tr/m²,4,Null
1416,"6,15 tỷ","Quận 7, Hồ Chí Minh",70 m²,"87,86 tr/m²",5,Null
1417,"6,15 tỷ","Quận 7, Hồ Chí Minh",70 m²,"87,86 tr/m²",5,Null
1417,"6,9 tỷ","Đống Đa, Hà Nội",60 m²,115 tr/m²,13,13
1417,Giá thỏa thuận,"Hà Đông, Hà Nội",35 m²,7,7,Null
1417,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",81 m²,20,Null,Null
1417,"16,5 tỷ","Bình Thạnh, Hồ Chí Minh",92 m²,"179,35 tr/m²",6,6
1417,"2,6 tỷ","Tân Uyên, Bình Dương",61 m²,"42,62 tr/m²",2,3
1417,41 tỷ,"Long Biên, Hà Nội",186 m²,"220,43 tr/m²",4,4
1417,"6,2 tỷ","Thủ Đức, Hồ Chí Minh",80 m²,"77,5 tr/m²",4,4
1417,"6,2 tỷ","Liên Chiểu, Đà Nẵng",100 m²,62 tr/m²,4,4
1417,"2,7 tỷ","Hà Tiên, Kiên Giang",135 m²,20 tr/m²,2,2
1417,"7,5 tỷ","Bắc Từ Liêm, Hà Nội",50 m²,150 tr/m²,2,2
1417,15 tỷ,"Văn Giang, Hưng Yên",108 m²,"138,89 tr/m²",8,5
1417,Giá thỏa thuận,"Bắc Từ Liêm, Hà Nội",108 m²,6,5,Null
1417,10 tỷ,"Quận 12, Hồ Chí Minh",150 m²,"66,66 tr/m²",18,20
1417,"24,99 tỷ","Văn Giang, Hưng Yên","139,6 m²",179 tr/m²,6,6
1417,"8,99 tỷ","Thủ Đức, Hồ Chí Minh",134 m²,"67,09 tr/m²",2,Null
1417,"8,35 tỷ","Bình Thạnh, Hồ Chí Minh",69 m²,"121,01 tr/m²",5,6
1417,"8,9 tỷ","Bình Thạnh, Hồ Chí Minh","43,7 m²","203,66 tr/m²",4,5
1417,"13,5 tỷ","Ngô Quyền, Hải Phòng",90 m²,150 tr/m²,5,6
1417,Giá thỏa thuận,"Bắc Từ Liêm, Hà Nội",75 m²,22,22,Null
1418,Giá thỏa thuận,"Bắc Từ Liêm, Hà Nội",75 m²,22,22,Null
1418,"4,8 tỷ","Hoài Đức, Hà Nội",38 m²,"126,32 tr/m²",3,4
1418,"12,5 tỷ","Bình Thạnh, Hồ Chí Minh",52 m²,"240,38 tr/m²",5,5
1418,"5,2 tỷ","Bắc Từ Liêm, Hà Nội",35 m²,"148,57 tr/m²",5,4
1418,47 tỷ,"Bình Thạnh, Hồ Chí Minh",260 m²,"180,77 tr/m²",74,74
1418,"9,2 tỷ","Nam Từ Liêm, Hà Nội",35 m²,"262,86 tr/m²",5,6
1418,200 tỷ,"Long Biên, Hà Nội",600 m²,"333,33 tr/m²",5,6
1418,70 tỷ,"Long Biên, Hà Nội",280 m²,250 tr/m²,5,5
1418,"8,65 tỷ","Bắc Từ Liêm, Hà Nội",45 m²,"192,22 tr/m²",10,10
1418,"4,5 tỷ","Tân Châu, Tây Ninh",463 m²,"9,72 tr/m²",2,2
1418,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",85 m²,17,17,Null
1418,"6,2 tỷ","Nam Từ Liêm, Hà Nội",32 m²,"193,75 tr/m²",3,5
1418,Giá thỏa thuận,"Tân Phú, Hồ Chí Minh",35 m²,2,Null,Null
1418,"11,8 tỷ","Thủ Đức, Hồ Chí Minh","374,8 m²","31,48 tr/m²",2,2
1418,500 triệu,"Chơn Thành, Bình Phước",70 m²,"7,14 tr/m²",2,2
1418,9 tỷ,"Ngô Quyền, Hải Phòng",65 m²,"138,46 tr/m²",4,3
1418,"18,5 tỷ","Quận 2, Hồ Chí Minh",119 m²,"155,46 tr/m²",4,4
1418,"13,5 tỷ","Ngô Quyền, Hải Phòng",168 m²,"80,36 tr/m²",3,3
1418,8 tỷ,"Nha Trang, Khánh Hòa",100 m²,80 tr/m²,3,5
1418,"26,6 tỷ","Cầu Giấy, Hà Nội",109 m²,"244,04 tr/m²",30,Null
1419,"4,99 tỷ","Bình Tân, Hồ Chí Minh",60 m²,"83,17 tr/m²",3,3
1419,"5,8 tỷ","Hóc Môn, Hồ Chí Minh",115 m²,"50,44 tr/m²",4,3
1419,"4,46 tỷ","Gia Lâm, Hà Nội","57,2 m²",78 tr/m²,3,4
1419,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",80 m²,21,21,Null
1419,"11,5 tỷ","Phú Nhuận, Hồ Chí Minh",85 m²,"135,29 tr/m²",4,4
1419,"10,2 tỷ","Ba Đình, Hà Nội",60 m²,170 tr/m²,6,6
1419,11 tỷ,"Phú Nhuận, Hồ Chí Minh",60 m²,"183,33 tr/m²",4,4
1419,"24,5 tỷ","Ba Đình, Hà Nội",75 m²,"326,67 tr/m²",6,4
1419,"8,5 tỷ","Bình Thạnh, Hồ Chí Minh","29,82 m²","285,04 tr/m²",4,3
1419,"5,5 tỷ","Thủ Đức, Hồ Chí Minh","50,3 m²","109,34 tr/m²",4,3
1419,"5,5 tỷ","Thủ Đức, Hồ Chí Minh","63,3 m²","86,89 tr/m²",3,2
1419,45 tỷ,"Phú Nhuận, Hồ Chí Minh",160 m²,"281,25 tr/m²",7,5
1419,"5,2 tỷ","Thủ Đức, Hồ Chí Minh",51 m²,"101,96 tr/m²",3,3
1419,"9,5 tỷ","Long Biên, Hà Nội",48 m²,"197,92 tr/m²",5,5
1419,"9,5 tỷ","Quận 1, Hồ Chí Minh",64 m²,"148,44 tr/m²",2,2
1419,"16,9 tỷ","Phú Nhuận, Hồ Chí Minh",54 m²,"312,96 tr/m²",5,5
1419,"3,85 tỷ","Hoài Đức, Hà Nội",35 m²,110 tr/m²,4,3
1419,"6,3 tỷ","Ba Đình, Hà Nội",44 m²,"143,18 tr/m²",4,3
1419,Giá thỏa thuận,"Bình Tân, Hồ Chí Minh",80 m²,4,Null,Null
1419,"6,61 tỷ","Vinh, Nghệ An",108 m²,"61,2 tr/m²",4,3
1420,Giá thỏa thuận,"Dĩ An, Bình Dương","259,6 m²",4,3,Null
1420,"6,2 tỷ","Ba Đình, Hà Nội",35 m²,"177,14 tr/m²",4,Null
1420,115 tỷ,"Đống Đa, Hà Nội",152 m²,"756,58 tr/m²",7,7
1420,"2,6 tỷ","Quận 12, Hồ Chí Minh",36 m²,"72,22 tr/m²",4,4
1420,10 tỷ,"Bình Thạnh, Hồ Chí Minh","78,8 m²","126,9 tr/m²",4,5
1420,"3,55 tỷ","Quốc Oai, Hà Nội",50 m²,71 tr/m²,3,3
1420,32 tỷ,"Thủ Đức, Hồ Chí Minh","193,8 m²","165,12 tr/m²",4,4
1420,"4,25 tỷ","Nha Trang, Khánh Hòa","132,9 m²","31,98 tr/m²",4,4
1420,"2,79 tỷ","Dĩ An, Bình Dương",60 m²,"46,5 tr/m²",3,Null
1420,"2,95 tỷ","Biên Hòa, Đồng Nai","74,5 m²","39,6 tr/m²",2,2
1420,"1,41 tỷ","Bình Chánh, Hồ Chí Minh",67 m²,21 tr/m²,2,2
1420,"9,5 tỷ","Sơn Trà, Đà Nẵng",104 m²,"91,35 tr/m²",3,2
1420,"33,5 tỷ","Phú Nhuận, Hồ Chí Minh","208,2 m²","160,9 tr/m²",8,9
1420,13 tỷ,"Nhơn Trạch, Đồng Nai",190 m²,"68,42 tr/m²",4,4
1420,"9,15 tỷ","Bình Thạnh, Hồ Chí Minh",50 m²,183 tr/m²,5,5
1420,"22,5 tỷ","Cầu Giấy, Hà Nội",95 m²,"236,84 tr/m²",4,Null
1420,"17,5 tỷ","Đống Đa, Hà Nội",52 m²,"336,54 tr/m²",3,4
1420,"23,5 tỷ","Bảo Lộc, Lâm Đồng",1.513 m²,"15,53 tr/m²",3,4
1420,"4,65 tỷ","Thủ Đức, Hồ Chí Minh",72 m²,"64,58 tr/m²",3,2
1420,"7,9 tỷ","Thủ Đức, Hồ Chí Minh",56 m²,"141,07 tr/m²",5,4
1421,Giá thỏa thuận,"Bàu Bàng, Bình Dương",300 m²,8,Null,Null
1421,40 tỷ,"Tân Phú, Hồ Chí Minh",240 m²,"166,67 tr/m²",3,3
1421,"4,2 tỷ","Bình Thạnh, Hồ Chí Minh",30 m²,140 tr/m²,3,2
1421,"16,5 tỷ","Đông Anh, Hà Nội","62,5 m²",264 tr/m²,5,5
1421,"6,4 tỷ","Hai Bà Trưng, Hà Nội",40 m²,160 tr/m²,3,4
1421,Giá thỏa thuận,"Quận 3, Hồ Chí Minh","62,4 m²",5,4,Null
1421,18 tỷ,"Tân Phú, Hồ Chí Minh",160 m²,"112,5 tr/m²",1,1
1421,"2,45 tỷ","Hai Bà Trưng, Hà Nội",17 m²,"144,12 tr/m²",2,1
1421,"17,6 tỷ","Đông Anh, Hà Nội",80 m²,220 tr/m²,4,4
1421,"41,2 tỷ","Hoàn Kiếm, Hà Nội",240 m²,"171,67 tr/m²",4,5
1421,26 tỷ,"Hà Đông, Hà Nội",170 m²,"152,94 tr/m²",5,4
1421,"14,4 tỷ","Tây Hồ, Hà Nội",90 m²,160 tr/m²,4,4
1421,"10,9 tỷ","Ngũ Hành Sơn, Đà Nẵng",103 m²,"105,82 tr/m²",4,2
1421,14 tỷ,"Bình Thạnh, Hồ Chí Minh","105,1 m²","133,21 tr/m²",3,5
1421,"7,3 tỷ","Cầu Giấy, Hà Nội",36 m²,"202,78 tr/m²",3,4
1421,36 tỷ,"Bình Tân, Hồ Chí Minh","312,8 m²","115,09 tr/m²",6,7
1421,"15,1 tỷ","Nam Từ Liêm, Hà Nội",100 m²,151 tr/m²,4,3
1421,27 tỷ,"Hà Đông, Hà Nội",91 m²,"296,7 tr/m²",10,9
1421,"13,6 tỷ","Cầu Giấy, Hà Nội",42 m²,"323,81 tr/m²",4,3
1421,25 tỷ,"Hà Đông, Hà Nội",91 m²,"274,73 tr/m²",5,5
1422,"9,45 tỷ","Tân Phú, Hồ Chí Minh","116,3 m²","81,26 tr/m²",4,4
1422,"9,8 tỷ","Thủ Đức, Hồ Chí Minh",120 m²,"81,67 tr/m²",3,2
1422,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh",60 m²,2,2,Null
1422,31 tỷ,"Quận 2, Hồ Chí Minh",100 m²,310 tr/m²,5,6
1422,"26,3 tỷ","Hà Đông, Hà Nội",112 m²,"234,82 tr/m²",6,6
1422,75 tỷ,"Thanh Xuân, Hà Nội",200 m²,375 tr/m²,6,6
1422,19 tỷ,"Tân Bình, Hồ Chí Minh",177 m²,"107,34 tr/m²",7,5
1422,"7,7 tỷ","Sơn Trà, Đà Nẵng",90 m²,"85,56 tr/m²",4,4
1422,"6,5 tỷ","Quận 5, Hồ Chí Minh","45,3 m²","143,49 tr/m²",1,1
1422,26 tỷ,"Quận 10, Hồ Chí Minh",135 m²,"192,59 tr/m²",6,4
1422,22 tỷ,"Bình Thạnh, Hồ Chí Minh","144,9 m²","151,83 tr/m²",20,20
1422,"10,9 tỷ","Tân Phú, Hồ Chí Minh",120 m²,"90,83 tr/m²",5,5
1422,12 tỷ,"Phú Nhuận, Hồ Chí Minh",51 m²,"235,29 tr/m²",4,4
1422,"32,5 tỷ","Phúc Yên, Vĩnh Phúc",590 m²,"55,08 tr/m²",5,6
1422,"3,25 tỷ","Quốc Oai, Hà Nội",50 m²,65 tr/m²,3,3
1422,"6,5 tỷ","Biên Hòa, Đồng Nai",160 m²,"40,62 tr/m²",4,4
1422,"29,5 tỷ","Quận 10, Hồ Chí Minh",80 m²,"368,75 tr/m²",6,7
1422,7 tỷ,"Biên Hòa, Đồng Nai",248 m²,"28,23 tr/m²",2,2
1422,"6,15 tỷ","Hà Đông, Hà Nội",42 m²,"146,43 tr/m²",3,3
1422,Giá thỏa thuận,"Phú Nhuận, Hồ Chí Minh",48 m²,3,4,Null
1423,"75,5 tỷ","Xuyên Mộc, Bà Rịa Vũng Tàu",945 m²,"79,89 tr/m²",4,5
1423,Giá thỏa thuận,"Quận 1, Hồ Chí Minh",48 m²,2,3,Null
1423,Giá thỏa thuận,"Quận 5, Hồ Chí Minh",48 m²,3,3,Null
1423,"8,8 tỷ","Tân Bình, Hồ Chí Minh",56 m²,"157,14 tr/m²",7,4
1423,"6,2 tỷ","Thủ Đức, Hồ Chí Minh","91,5 m²","67,76 tr/m²",3,3
1423,"8,7 tỷ","Thủ Đức, Hồ Chí Minh","150,8 m²","57,69 tr/m²",6,6
1423,"5,3 tỷ","Nhà Bè, Hồ Chí Minh","81,5 m²","65,03 tr/m²",2,2
1423,"5,5 tỷ","Thủ Đức, Hồ Chí Minh","72,5 m²","75,86 tr/m²",3,3
1423,"6,2 tỷ","Thanh Xuân, Hà Nội",35 m²,"177,14 tr/m²",4,3
1423,7 tỷ,"Nam Từ Liêm, Hà Nội",40 m²,175 tr/m²,4,4
1423,"6,7 tỷ","Thủ Đức, Hồ Chí Minh",60 m²,"111,67 tr/m²",4,4
1423,"6,4 tỷ","Thủ Đức, Hồ Chí Minh",92 m²,"69,56 tr/m²",2,2
1423,"14,9 tỷ","Quận 7, Hồ Chí Minh",126 m²,"118,25 tr/m²",2,1
1423,"6,95 tỷ","Đống Đa, Hà Nội",42 m²,"165,48 tr/m²",4,3
1423,"7,5 tỷ","Thủ Đức, Hồ Chí Minh","92,1 m²","81,43 tr/m²",4,4
1423,"7,9 tỷ","Nam Từ Liêm, Hà Nội",62 m²,"127,42 tr/m²",4,4
1423,"9,1 tỷ","Tân Bình, Hồ Chí Minh",87 m²,"104,6 tr/m²",6,6
1423,"17,05 tỷ","Quận 4, Hồ Chí Minh",58 m²,294 tr/m²,4,4
1423,"7,9 tỷ","Bắc Từ Liêm, Hà Nội",50 m²,158 tr/m²,7,4
1423,"4,35 tỷ","Đống Đa, Hà Nội",24 m²,"181,25 tr/m²",3,Null
1424,Giá thỏa thuận,"Bình Tân, Hồ Chí Minh",80 m²,3,4,Null
1424,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",266 m²,5,Null,Null
1424,Giá thỏa thuận,"Hà Đông, Hà Nội",208 m²,6,8,Null
1424,Giá thỏa thuận,"Quận 7, Hồ Chí Minh","352,3 m²",7,5,Null
1424,"6,4 tỷ","Dĩ An, Bình Dương","106,8 m²","59,92 tr/m²",3,3
1424,Giá thỏa thuận,"Biên Hòa, Đồng Nai",100 m²,4,Null,Null
1424,26 tỷ,"Quận 1, Hồ Chí Minh","98,9 m²","262,89 tr/m²",5,6
1424,18 tỷ,"Nhơn Trạch, Đồng Nai",320 m²,"56,25 tr/m²",3,4
1424,"12,5 tỷ","Ngũ Hành Sơn, Đà Nẵng",81 m²,"154,32 tr/m²",5,5
1424,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",48 m²,8,Null,Null
1424,Giá thỏa thuận,"Bình Tân, Hồ Chí Minh",80 m²,2,2,Null
1424,Giá thỏa thuận,"Biên Hòa, Đồng Nai",86 m²,3,2,Null
1424,"1,75 tỷ","Bàu Bàng, Bình Dương",100 m²,"17,5 tr/m²",2,2
1424,25 tỷ,"Quận 3, Hồ Chí Minh",106 m²,"235,85 tr/m²",5,5
1424,26 tỷ,"Quận 8, Hồ Chí Minh",200 m²,130 tr/m²,4,Null
1424,"3,3 tỷ","Thuận An, Bình Dương",85 m²,"38,82 tr/m²",3,3
1424,Giá thỏa thuận,"Bắc Ninh, Bắc Ninh",75 m²,4,4,Null
1424,"5,28 tỷ","Thanh Xuân, Hà Nội",25 m²,"211,2 tr/m²",3,3
1424,Giá thỏa thuận,"Tây Hồ, Hà Nội",210 m²,5,6,Null
1424,"5,88 tỷ","Quận 8, Hồ Chí Minh",52 m²,"113,08 tr/m²",3,4
1425,"5,88 tỷ","Quận 8, Hồ Chí Minh",52 m²,"113,08 tr/m²",3,4
1425,Giá thỏa thuận,"Quận 10, Hồ Chí Minh","61,92 m²",5,5,Null
1425,Giá thỏa thuận,"Quận 5, Hồ Chí Minh","72,03 m²",3,3,Null
1425,"7,35 tỷ","Bình Chánh, Hồ Chí Minh",64 m²,"114,84 tr/m²",1,1
1425,Giá thỏa thuận,"Tân Bình, Hồ Chí Minh",70 m²,4,4,Null
1425,"3,18 tỷ","Bình Thạnh, Hồ Chí Minh","64,4 m²","49,38 tr/m²",4,5
1425,"7,2 tỷ","Quận 8, Hồ Chí Minh",40 m²,180 tr/m²,5,4
1425,"28,5 tỷ","Thủ Đức, Hồ Chí Minh",198 m²,"143,94 tr/m²",4,5
1425,"25,02 tỷ","Thủy Nguyên, Hải Phòng",536 m²,"46,68 tr/m²",6,8
1425,"7,95 tỷ","Sơn Trà, Đà Nẵng","132,6 m²","59,96 tr/m²",3,2
1425,"8,6 tỷ","Quận 12, Hồ Chí Minh",80 m²,"107,5 tr/m²",5,4
1425,17 tỷ,"Thủy Nguyên, Hải Phòng",345 m²,"49,28 tr/m²",5,6
1425,Giá thỏa thuận,"Bình Tân, Hồ Chí Minh",80 m²,3,4,Null
1425,"5,7 tỷ","Thái Bình, Thái Bình",72 m²,"79,17 tr/m²",4,3
1425,"6,4 tỷ","Thủy Nguyên, Hải Phòng",110 m²,"58,19 tr/m²",4,5
1425,Giá thỏa thuận,"Thái Bình, Thái Bình","72,5 m²",5,4,Null
1425,"3,48 tỷ","Thủy Nguyên, Hải Phòng",75 m²,"46,4 tr/m²",4,5
1425,15 tỷ,"Quận 3, Hồ Chí Minh",46 m²,"326,09 tr/m²",5,5
1425,Giá thỏa thuận,"Bắc Từ Liêm, Hà Nội",101 m²,5,5,Null
1425,"25,5 tỷ","Quận 1, Hồ Chí Minh",74 m²,"344,6 tr/m²",8,8
1426,"29,9 tỷ","Quận 7, Hồ Chí Minh",111 m²,"269,37 tr/m²",6,6
1426,"10,5 tỷ","Sơn Trà, Đà Nẵng",160 m²,"65,62 tr/m²",10,10
1426,"15,15 tỷ","Thủy Nguyên, Hải Phòng",206 m²,"73,55 tr/m²",5,6
1426,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh",98 m²,3,3,Null
1426,Giá thỏa thuận,"Bình Thạnh, Hồ Chí Minh","85,5 m²",8,8,Null
1426,"3,59 tỷ","Tân Bình, Hồ Chí Minh",40 m²,"89,75 tr/m²",3,2
1426,"6,9 tỷ","Bình Chánh, Hồ Chí Minh",80 m²,"86,25 tr/m²",3,3
1426,"12,5 tỷ","Sơn Trà, Đà Nẵng",90 m²,"138,89 tr/m²",5,4
1426,"14,5 tỷ","Gia Lâm, Hà Nội",75 m²,"193,33 tr/m²",5,5
1426,"6,4 tỷ","Tân Bình, Hồ Chí Minh","65,08 m²","98,34 tr/m²",2,2
1426,Giá thỏa thuận,"Nhơn Trạch, Đồng Nai",277 m²,3,4,Null
1426,"5,4 tỷ","Thủ Đức, Hồ Chí Minh",60 m²,90 tr/m²,2,2
1426,42 tỷ,"Xuyên Mộc, Bà Rịa Vũng Tàu",390 m²,"107,69 tr/m²",3,4
1426,"6,2 tỷ","Tây Hồ, Hà Nội",35 m²,"177,14 tr/m²",3,4
1426,"3,15 tỷ","Thủ Đức, Hồ Chí Minh","86,6 m²","36,37 tr/m²",3,3
1426,"3,2 tỷ","Bến Lức, Long An",90 m²,"35,56 tr/m²",4,3
1426,28 tỷ,"Hoài Đức, Hà Nội",194 m²,"144,33 tr/m²",4,4
1426,"2,6 tỷ","Sóc Sơn, Hà Nội",62 m²,"41,94 tr/m²",4,Null
1426,"21,5 tỷ","Quận 6, Hồ Chí Minh",96 m²,"223,96 tr/m²",1,1
1426,28 tỷ,"Quận 11, Hồ Chí Minh",85 m²,"329,41 tr/m²",7,7
1427,"6,16 tỷ","Thuận An, Bình Dương",150 m²,"41,07 tr/m²",3,4
1427,"15,3 tỷ","Quận 6, Hồ Chí Minh",88 m²,"173,86 tr/m²",6,5
1427,15 tỷ,"Gia Lâm, Hà Nội",75 m²,200 tr/m²,5,5
1427,"10,5 tỷ","Quận 11, Hồ Chí Minh",72 m²,"145,83 tr/m²",2,2
1427,2 tỷ,"Bàu Bàng, Bình Dương",100 m²,20 tr/m²,4,3
1427,"8,8 tỷ","Sơn Trà, Đà Nẵng",100 m²,88 tr/m²,10,10
1427,22 tỷ,"Quận 6, Hồ Chí Minh",105 m²,"209,52 tr/m²",18,20
1427,"1,65 tỷ","Rạch Giá, Kiên Giang",78 m²,"21,15 tr/m²",3,2
1427,47 tỷ,"Quận 6, Hồ Chí Minh",162 m²,"290,12 tr/m²",17,19
1427,42 tỷ,"Ngũ Hành Sơn, Đà Nẵng",122 m²,"344,26 tr/m²",28,29
1427,31 tỷ,"Quận 5, Hồ Chí Minh",116 m²,"267,24 tr/m²",6,7
1427,"9,7 tỷ","Quận 11, Hồ Chí Minh",56 m²,"173,21 tr/m²",10,10
1427,10 tỷ,"Đà Lạt, Lâm Đồng",215 m²,"46,51 tr/m²",3,3
1427,20 tỷ,"Quận 6, Hồ Chí Minh",110 m²,"181,82 tr/m²",3,3
1427,12 tỷ,"Quận 6, Hồ Chí Minh",72 m²,"166,67 tr/m²",4,4
1427,15 tỷ,"Quận 10, Hồ Chí Minh",66 m²,"227,27 tr/m²",6,6
1427,23 tỷ,"Quận 11, Hồ Chí Minh",60 m²,"383,33 tr/m²",5,5
1427,"3,99 tỷ","Phú Nhuận, Hồ Chí Minh","67,9 m²","58,76 tr/m²",3,3
1427,"72,5 tỷ","Tây Hồ, Hà Nội",150 m²,"483,33 tr/m²",4,4
1427,Giá thỏa thuận,"Quận 5, Hồ Chí Minh",120 m²,4,4,Null
1428,Giá thỏa thuận,"Tây Hồ, Hà Nội",450 m²,8,8,Null
1428,23 tỷ,"Hà Đông, Hà Nội",65 m²,"353,85 tr/m²",6,6
1428,76 tỷ,"Tân Phú, Hồ Chí Minh",780 m²,"97,44 tr/m²",28,29
1428,"3,9 tỷ","Gò Vấp, Hồ Chí Minh","29,7 m²","131,31 tr/m²",2,2
1428,22 tỷ,"Quận 5, Hồ Chí Minh",86 m²,"255,81 tr/m²",4,4
1428,62 tỷ,"Quận 1, Hồ Chí Minh",114 m²,"543,86 tr/m²",8,8
1428,23 tỷ,"Quận 5, Hồ Chí Minh",100 m²,230 tr/m²,4,4
1428,"12,6 tỷ","Hà Đông, Hà Nội",50 m²,252 tr/m²,6,5
1428,5 tỷ,"Bình Tân, Hồ Chí Minh",80 m²,"62,5 tr/m²",2,2
1428,"7,2 tỷ","Hà Đông, Hà Nội",50 m²,144 tr/m²,4,4
1428,Giá thỏa thuận,"Quận 5, Hồ Chí Minh",52 m²,4,5,Null
1428,25 tỷ,"Hà Đông, Hà Nội",170 m²,"147,06 tr/m²",5,5
1428,280 tỷ,"Cô Tô, Quảng Ninh",280 m²,1 tỷ/m²,1,1
1428,35 tỷ,"Thủ Đức, Hồ Chí Minh",271 m²,"129,15 tr/m²",6,6
1428,"6,25 tỷ","Thanh Xuân, Hà Nội",33 m²,"189,39 tr/m²",4,3
